entry,at,order
"""flypto @ 7TP78l9kGR"" posts a small blind of 10",2023-08-02T23:29:56.177Z,169101899617705
"Your hand is A♣, J♥",2023-08-02T23:29:56.177Z,169101899617702
"Player stacks: #1 ""flypto @ 7TP78l9kGR"" (1718) | #5 ""damo @ VUdv-wN0K4"" (5712) | #8 ""BEEP @ 9gQ_8P10M1"" (550)",2023-08-02T23:29:56.177Z,169101899617701
"-- starting hand #1631 (id: cjiyqxhmd1yy)  (No Limit Texas Hold'em) (dealer: ""BEEP @ 9gQ_8P10M1"") --",2023-08-02T23:29:56.177Z,169101899617700
"-- ending hand #1630 --",2023-08-02T23:29:50.132Z,169101899013203
"""flypto @ 7TP78l9kGR"" shows a A♦, 4♥.",2023-08-02T23:29:50.132Z,169101899013202
"""damo @ VUdv-wN0K4"" collected 720 from pot with Two Pair, 5's & 3's (combination: 5♦, 5♥, 3♦, 3♠, Q♠)",2023-08-02T23:29:50.132Z,169101899013201
"""damo @ VUdv-wN0K4"" shows a 8♣, 3♦.",2023-08-02T23:29:50.132Z,169101899013200
"""damo @ VUdv-wN0K4"" checks",2023-08-02T23:29:49.251Z,169101898925100
"""flypto @ 7TP78l9kGR"" checks",2023-08-02T23:29:48.281Z,169101898828100
"River: 9♥, 5♦, 3♠, 5♥ [Q♠]",2023-08-02T23:29:44.965Z,169101898496500
"""flypto @ 7TP78l9kGR"" calls 180",2023-08-02T23:29:44.133Z,169101898413300
"""BEEP @ 9gQ_8P10M1"" folds",2023-08-02T23:29:42.973Z,169101898297300
"""damo @ VUdv-wN0K4"" bets 180",2023-08-02T23:29:38.283Z,169101897828300
"""flypto @ 7TP78l9kGR"" checks",2023-08-02T23:29:36.043Z,169101897604300
"""BEEP @ 9gQ_8P10M1"" checks",2023-08-02T23:29:33.750Z,169101897375000
"Turn: 9♥, 5♦, 3♠ [5♥]",2023-08-02T23:29:32.410Z,169101897241000
"""BEEP @ 9gQ_8P10M1"" calls 60",2023-08-02T23:29:31.565Z,169101897156500
"""damo @ VUdv-wN0K4"" calls 60",2023-08-02T23:29:29.436Z,169101896943600
"""flypto @ 7TP78l9kGR"" bets 60",2023-08-02T23:29:28.469Z,169101896846900
"""BEEP @ 9gQ_8P10M1"" checks",2023-08-02T23:29:24.563Z,169101896456300
"Flop:  [9♥, 5♦, 3♠]",2023-08-02T23:29:23.095Z,169101896309500
"""flypto @ 7TP78l9kGR"" calls 60",2023-08-02T23:29:22.279Z,169101896227900
"""BEEP @ 9gQ_8P10M1"" calls 60",2023-08-02T23:29:21.356Z,169101896135600
"""damo @ VUdv-wN0K4"" raises to 60",2023-08-02T23:29:20.257Z,169101896025700
"""flypto @ 7TP78l9kGR"" posts a big blind of 20",2023-08-02T23:29:17.490Z,169101895749006
"""BEEP @ 9gQ_8P10M1"" posts a small blind of 10",2023-08-02T23:29:17.490Z,169101895749005
"Your hand is A♦, 4♥",2023-08-02T23:29:17.490Z,169101895749002
"Player stacks: #1 ""flypto @ 7TP78l9kGR"" (2018) | #5 ""damo @ VUdv-wN0K4"" (5292) | #8 ""BEEP @ 9gQ_8P10M1"" (670)",2023-08-02T23:29:17.490Z,169101895749001
"-- starting hand #1630 (id: 91wc7lextdn5)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-08-02T23:29:17.490Z,169101895749000
"""BEEP @ 9gQ_8P10M1"" shows a 4♣, 6♥.",2023-08-02T23:29:12.179Z,169101895217900
"Undealt cards: 4♦, 8♥, J♣ [2♣, 4♥]",2023-08-02T23:29:11.121Z,169101895112100
"""damo @ VUdv-wN0K4"" shows a 5♣, Q♥.",2023-08-02T23:29:10.636Z,169101895063600
"-- ending hand #1629 --",2023-08-02T23:29:10.090Z,169101895009002
"""damo @ VUdv-wN0K4"" collected 40 from pot",2023-08-02T23:29:10.090Z,169101895009001
"Uncalled bet of 60 returned to ""damo @ VUdv-wN0K4""",2023-08-02T23:29:10.090Z,169101895009000
"""BEEP @ 9gQ_8P10M1"" folds",2023-08-02T23:29:09.244Z,169101894924400
"""damo @ VUdv-wN0K4"" bets 60",2023-08-02T23:29:07.962Z,169101894796200
"Flop:  [4♦, 8♥, J♣]",2023-08-02T23:29:05.491Z,169101894549100
"""BEEP @ 9gQ_8P10M1"" checks",2023-08-02T23:29:04.680Z,169101894468000
"""damo @ VUdv-wN0K4"" calls 20",2023-08-02T23:29:01.631Z,169101894163100
"""flypto @ 7TP78l9kGR"" folds",2023-08-02T23:29:00.655Z,169101894065500
"""BEEP @ 9gQ_8P10M1"" posts a big blind of 20",2023-08-02T23:28:59.343Z,169101893934306
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-08-02T23:28:59.343Z,169101893934305
"Your hand is 3♦, 8♦",2023-08-02T23:28:59.343Z,169101893934302
"Player stacks: #1 ""flypto @ 7TP78l9kGR"" (2018) | #5 ""damo @ VUdv-wN0K4"" (5272) | #8 ""BEEP @ 9gQ_8P10M1"" (690)",2023-08-02T23:28:59.343Z,169101893934301
"-- starting hand #1629 (id: o7ih0bc9dzre)  (No Limit Texas Hold'em) (dealer: ""flypto @ 7TP78l9kGR"") --",2023-08-02T23:28:59.343Z,169101893934300
"-- ending hand #1628 --",2023-08-02T23:28:56.383Z,169101893638302
"""flypto @ 7TP78l9kGR"" collected 360 from pot",2023-08-02T23:28:56.383Z,169101893638301
"Uncalled bet of 180 returned to ""flypto @ 7TP78l9kGR""",2023-08-02T23:28:56.383Z,169101893638300
"""BEEP @ 9gQ_8P10M1"" folds",2023-08-02T23:28:55.549Z,169101893554900
"""flypto @ 7TP78l9kGR"" bets 180",2023-08-02T23:28:54.257Z,169101893425700
"River: 7♠, J♣, J♦, 9♣ [4♠]",2023-08-02T23:28:49.966Z,169101892996600
"""flypto @ 7TP78l9kGR"" calls 90",2023-08-02T23:28:49.139Z,169101892913900
"""BEEP @ 9gQ_8P10M1"" bets 90",2023-08-02T23:28:47.900Z,169101892790000
"""flypto @ 7TP78l9kGR"" checks",2023-08-02T23:28:45.196Z,169101892519600
"Turn: 7♠, J♣, J♦ [9♣]",2023-08-02T23:28:41.670Z,169101892167000
"""BEEP @ 9gQ_8P10M1"" calls 60",2023-08-02T23:28:40.827Z,169101892082700
"""damo @ VUdv-wN0K4"" folds",2023-08-02T23:28:39.657Z,169101891965700
"""flypto @ 7TP78l9kGR"" bets 60",2023-08-02T23:28:37.841Z,169101891784100
"Flop:  [7♠, J♣, J♦]",2023-08-02T23:28:33.290Z,169101891329000
"""damo @ VUdv-wN0K4"" checks",2023-08-02T23:28:32.482Z,169101891248200
"""flypto @ 7TP78l9kGR"" calls 20",2023-08-02T23:28:31.543Z,169101891154300
"""BEEP @ 9gQ_8P10M1"" calls 20",2023-08-02T23:28:29.090Z,169101890909000
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-08-02T23:28:28.068Z,169101890806806
"""flypto @ 7TP78l9kGR"" posts a small blind of 10",2023-08-02T23:28:28.068Z,169101890806805
"Your hand is 10♥, A♦",2023-08-02T23:28:28.068Z,169101890806802
"Player stacks: #1 ""flypto @ 7TP78l9kGR"" (1828) | #5 ""damo @ VUdv-wN0K4"" (5292) | #8 ""BEEP @ 9gQ_8P10M1"" (860)",2023-08-02T23:28:28.068Z,169101890806801
"-- starting hand #1628 (id: haqa5incarci)  (No Limit Texas Hold'em) (dealer: ""BEEP @ 9gQ_8P10M1"") --",2023-08-02T23:28:28.068Z,169101890806800
"""damo @ VUdv-wN0K4"" shows a J♥, 5♣.",2023-08-02T23:28:26.134Z,169101890613400
"-- ending hand #1627 --",2023-08-02T23:28:24.447Z,169101890444702
"""flypto @ 7TP78l9kGR"" collected 1080 from pot",2023-08-02T23:28:24.447Z,169101890444701
"Uncalled bet of 748 returned to ""flypto @ 7TP78l9kGR""",2023-08-02T23:28:24.447Z,169101890444700
"""BEEP @ 9gQ_8P10M1"" folds",2023-08-02T23:28:23.634Z,169101890363400
"""flypto @ 7TP78l9kGR"" bets 748 and go all in",2023-08-02T23:28:22.128Z,169101890212800
"""BEEP @ 9gQ_8P10M1"" checks",2023-08-02T23:28:20.209Z,169101890020900
"River: 8♣, 2♦, K♠, Q♣ [9♦]",2023-08-02T23:28:18.844Z,169101889884400
"""BEEP @ 9gQ_8P10M1"" calls 360",2023-08-02T23:28:17.959Z,169101889795900
"""flypto @ 7TP78l9kGR"" raises to 360",2023-08-02T23:28:09.700Z,169101888970000
"""BEEP @ 9gQ_8P10M1"" bets 180",2023-08-02T23:28:07.063Z,169101888706300
"Turn: 8♣, 2♦, K♠ [Q♣]",2023-08-02T23:28:04.123Z,169101888412300
"""damo @ VUdv-wN0K4"" folds",2023-08-02T23:28:03.254Z,169101888325400
"""flypto @ 7TP78l9kGR"" calls 90",2023-08-02T23:28:02.250Z,169101888225000
"""BEEP @ 9gQ_8P10M1"" bets 90",2023-08-02T23:28:00.532Z,169101888053200
"Flop:  [8♣, 2♦, K♠]",2023-08-02T23:27:57.371Z,169101887737100
"""flypto @ 7TP78l9kGR"" calls 60",2023-08-02T23:27:56.562Z,169101887656200
"""BEEP @ 9gQ_8P10M1"" calls 60",2023-08-02T23:27:53.075Z,169101887307500
"""damo @ VUdv-wN0K4"" raises to 60",2023-08-02T23:27:52.158Z,169101887215800
"""flypto @ 7TP78l9kGR"" posts a big blind of 20",2023-08-02T23:27:49.103Z,169101886910306
"""BEEP @ 9gQ_8P10M1"" posts a small blind of 10",2023-08-02T23:27:49.103Z,169101886910305
"Your hand is K♣, 2♣",2023-08-02T23:27:49.103Z,169101886910302
"Player stacks: #1 ""flypto @ 7TP78l9kGR"" (1258) | #5 ""damo @ VUdv-wN0K4"" (5352) | #8 ""BEEP @ 9gQ_8P10M1"" (1370)",2023-08-02T23:27:49.103Z,169101886910301
"-- starting hand #1627 (id: a0ksfd3wsgly)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-08-02T23:27:49.103Z,169101886910300
"""flypto @ 7TP78l9kGR"" shows a Q♣, 4♥.",2023-08-02T23:27:46.570Z,169101886657000
"""BEEP @ 9gQ_8P10M1"" shows a 10♥, A♠.",2023-08-02T23:27:43.293Z,169101886329300
"-- ending hand #1626 --",2023-08-02T23:27:42.097Z,169101886209702
"""damo @ VUdv-wN0K4"" collected 580 from pot with Pair, 3's (combination: 3♦, 3♣, A♦, Q♠, 8♦)",2023-08-02T23:27:42.097Z,169101886209701
"""damo @ VUdv-wN0K4"" shows a A♦, 3♦.",2023-08-02T23:27:42.097Z,169101886209700
"""BEEP @ 9gQ_8P10M1"" checks",2023-08-02T23:27:41.234Z,169101886123400
"""damo @ VUdv-wN0K4"" checks",2023-08-02T23:27:40.069Z,169101886006900
"River: 8♦, 4♣, Q♠, 3♣ [5♣]",2023-08-02T23:27:38.950Z,169101885895000
"""BEEP @ 9gQ_8P10M1"" checks",2023-08-02T23:27:38.135Z,169101885813500
"""damo @ VUdv-wN0K4"" checks",2023-08-02T23:27:36.952Z,169101885695200
"Turn: 8♦, 4♣, Q♠ [3♣]",2023-08-02T23:27:34.343Z,169101885434300
"""BEEP @ 9gQ_8P10M1"" checks",2023-08-02T23:27:33.494Z,169101885349400
"""damo @ VUdv-wN0K4"" checks",2023-08-02T23:27:32.295Z,169101885229500
"Flop:  [8♦, 4♣, Q♠]",2023-08-02T23:27:28.340Z,169101884834000
"""damo @ VUdv-wN0K4"" calls 260",2023-08-02T23:27:27.514Z,169101884751400
"""flypto @ 7TP78l9kGR"" folds",2023-08-02T23:27:26.564Z,169101884656400
"""BEEP @ 9gQ_8P10M1"" raises to 260",2023-08-02T23:27:21.987Z,169101884198700
"""damo @ VUdv-wN0K4"" raises to 140",2023-08-02T23:27:19.352Z,169101883935200
"""flypto @ 7TP78l9kGR"" raises to 60",2023-08-02T23:27:16.607Z,169101883660700
"""BEEP @ 9gQ_8P10M1"" posts a big blind of 20",2023-08-02T23:27:05.433Z,169101882543306
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-08-02T23:27:05.433Z,169101882543305
"Your hand is Q♣, 4♥",2023-08-02T23:27:05.433Z,169101882543302
"Player stacks: #1 ""flypto @ 7TP78l9kGR"" (1318) | #5 ""damo @ VUdv-wN0K4"" (5032) | #8 ""BEEP @ 9gQ_8P10M1"" (1630)",2023-08-02T23:27:05.433Z,169101882543301
"-- starting hand #1626 (id: eimkfs7dpmld)  (No Limit Texas Hold'em) (dealer: ""flypto @ 7TP78l9kGR"") --",2023-08-02T23:27:05.433Z,169101882543300
"-- ending hand #1625 --",2023-08-02T23:26:59.426Z,169101881942602
"""BEEP @ 9gQ_8P10M1"" collected 900 from pot with Three of a Kind, 6's (combination: 6♥, 6♠, 6♦, Q♠, J♠)",2023-08-02T23:26:59.426Z,169101881942601
"""BEEP @ 9gQ_8P10M1"" shows a Q♠, 6♥.",2023-08-02T23:26:59.426Z,169101881942600
"""flypto @ 7TP78l9kGR"" calls 300",2023-08-02T23:26:58.578Z,169101881857800
"""BEEP @ 9gQ_8P10M1"" raises to 300",2023-08-02T23:26:56.806Z,169101881680600
"""damo @ VUdv-wN0K4"" folds",2023-08-02T23:26:54.534Z,169101881453400
"""flypto @ 7TP78l9kGR"" bets 150",2023-08-02T23:26:52.553Z,169101881255300
"River: 6♠, 6♦, 2♦, J♠ [8♦]",2023-08-02T23:26:44.511Z,169101880451100
"""flypto @ 7TP78l9kGR"" calls 60",2023-08-02T23:26:43.688Z,169101880368800
"""BEEP @ 9gQ_8P10M1"" calls 60",2023-08-02T23:26:40.687Z,169101880068700
"""damo @ VUdv-wN0K4"" bets 60",2023-08-02T23:26:38.971Z,169101879897100
"""flypto @ 7TP78l9kGR"" checks",2023-08-02T23:26:35.873Z,169101879587300
"Turn: 6♠, 6♦, 2♦ [J♠]",2023-08-02T23:26:30.398Z,169101879039800
"""BEEP @ 9gQ_8P10M1"" calls 20",2023-08-02T23:26:29.501Z,169101878950100
"""damo @ VUdv-wN0K4"" calls 20",2023-08-02T23:26:28.402Z,169101878840200
"""flypto @ 7TP78l9kGR"" bets 20",2023-08-02T23:26:27.139Z,169101878713900
"Flop:  [6♠, 6♦, 2♦]",2023-08-02T23:26:22.789Z,169101878278900
"""damo @ VUdv-wN0K4"" checks",2023-08-02T23:26:21.936Z,169101878193600
"""flypto @ 7TP78l9kGR"" calls 20",2023-08-02T23:26:20.975Z,169101878097500
"""BEEP @ 9gQ_8P10M1"" calls 20",2023-08-02T23:26:11.270Z,169101877127000
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-08-02T23:26:07.375Z,169101876737506
"""flypto @ 7TP78l9kGR"" posts a small blind of 10",2023-08-02T23:26:07.375Z,169101876737505
"Your hand is 10♠, Q♥",2023-08-02T23:26:07.375Z,169101876737502
"Player stacks: #1 ""flypto @ 7TP78l9kGR"" (1718) | #5 ""damo @ VUdv-wN0K4"" (5132) | #8 ""BEEP @ 9gQ_8P10M1"" (1130)",2023-08-02T23:26:07.375Z,169101876737501
"-- starting hand #1625 (id: jnbt27hymode)  (No Limit Texas Hold'em) (dealer: ""BEEP @ 9gQ_8P10M1"") --",2023-08-02T23:26:07.375Z,169101876737500
"""BEEP @ 9gQ_8P10M1"" shows a Q♠, J♠.",2023-08-02T23:26:03.666Z,169101876366600
"-- ending hand #1624 --",2023-08-02T23:26:00.789Z,169101876078902
"""damo @ VUdv-wN0K4"" collected 1800 from pot with Two Pair, 8's & 5's (combination: 8♦, 8♠, 5♣, 5♥, Q♦)",2023-08-02T23:26:00.789Z,169101876078901
"""damo @ VUdv-wN0K4"" shows a 8♦, 5♣.",2023-08-02T23:26:00.789Z,169101876078900
"""BEEP @ 9gQ_8P10M1"" calls 450",2023-08-02T23:25:59.964Z,169101875996400
"""damo @ VUdv-wN0K4"" bets 450",2023-08-02T23:25:58.881Z,169101875888100
"""BEEP @ 9gQ_8P10M1"" checks",2023-08-02T23:25:54.757Z,169101875475700
"River: 2♠, 8♠, 3♦, 5♥ [Q♦]",2023-08-02T23:25:52.829Z,169101875282900
"""damo @ VUdv-wN0K4"" calls 270",2023-08-02T23:25:52.007Z,169101875200700
"""BEEP @ 9gQ_8P10M1"" bets 270",2023-08-02T23:25:50.244Z,169101875024400
"Turn: 2♠, 8♠, 3♦ [5♥]",2023-08-02T23:25:47.148Z,169101874714800
"""flypto @ 7TP78l9kGR"" folds",2023-08-02T23:25:46.273Z,169101874627300
"""BEEP @ 9gQ_8P10M1"" calls 90",2023-08-02T23:25:45.364Z,169101874536400
"""damo @ VUdv-wN0K4"" bets 90",2023-08-02T23:25:43.211Z,169101874321100
"""flypto @ 7TP78l9kGR"" checks",2023-08-02T23:25:40.707Z,169101874070700
"""BEEP @ 9gQ_8P10M1"" checks",2023-08-02T23:25:37.894Z,169101873789400
"Flop:  [2♠, 8♠, 3♦]",2023-08-02T23:25:35.133Z,169101873513300
"""flypto @ 7TP78l9kGR"" calls 60",2023-08-02T23:25:34.290Z,169101873429000
"""BEEP @ 9gQ_8P10M1"" calls 60",2023-08-02T23:25:31.730Z,169101873173000
"""damo @ VUdv-wN0K4"" raises to 60",2023-08-02T23:25:30.509Z,169101873050900
"""flypto @ 7TP78l9kGR"" posts a big blind of 20",2023-08-02T23:25:27.720Z,169101872772006
"""BEEP @ 9gQ_8P10M1"" posts a small blind of 10",2023-08-02T23:25:27.720Z,169101872772005
"Your hand is 6♥, 10♠",2023-08-02T23:25:27.720Z,169101872772002
"Player stacks: #1 ""flypto @ 7TP78l9kGR"" (1778) | #5 ""damo @ VUdv-wN0K4"" (4202) | #8 ""BEEP @ 9gQ_8P10M1"" (2000)",2023-08-02T23:25:27.720Z,169101872772001
"-- starting hand #1624 (id: qskb7mzl7bja)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-08-02T23:25:27.720Z,169101872772000
"""damo @ VUdv-wN0K4"" shows a A♠, 6♣.",2023-08-02T23:25:23.137Z,169101872313700
"-- ending hand #1623 --",2023-08-02T23:25:21.157Z,169101872115704
"""BEEP @ 9gQ_8P10M1"" collected 180 from pot with Two Pair, 7's & 2's (combination: 7♦, 7♥, 2♦, 2♣, K♦)",2023-08-02T23:25:21.157Z,169101872115703
"""BEEP @ 9gQ_8P10M1"" shows a 6♥, Q♥.",2023-08-02T23:25:21.157Z,169101872115702
"""flypto @ 7TP78l9kGR"" collected 180 from pot with Two Pair, 7's & 2's (combination: 7♦, 7♥, 2♦, 2♣, K♦)",2023-08-02T23:25:21.157Z,169101872115701
"""flypto @ 7TP78l9kGR"" shows a 3♣, 8♦.",2023-08-02T23:25:21.157Z,169101872115700
"""flypto @ 7TP78l9kGR"" checks",2023-08-02T23:25:20.344Z,169101872034400
"""BEEP @ 9gQ_8P10M1"" checks",2023-08-02T23:25:18.444Z,169101871844400
"River: 2♦, 2♣, 7♦, K♦ [7♥]",2023-08-02T23:25:16.312Z,169101871631200
"""BEEP @ 9gQ_8P10M1"" calls 60",2023-08-02T23:25:15.403Z,169101871540300
"""damo @ VUdv-wN0K4"" folds",2023-08-02T23:25:13.265Z,169101871326500
"""flypto @ 7TP78l9kGR"" bets 60",2023-08-02T23:25:11.644Z,169101871164400
"""BEEP @ 9gQ_8P10M1"" checks",2023-08-02T23:25:08.167Z,169101870816700
"""damo @ VUdv-wN0K4"" checks",2023-08-02T23:25:07.110Z,169101870711000
"Turn: 2♦, 2♣, 7♦ [K♦]",2023-08-02T23:25:04.695Z,169101870469500
"""flypto @ 7TP78l9kGR"" checks",2023-08-02T23:25:03.782Z,169101870378200
"""BEEP @ 9gQ_8P10M1"" checks",2023-08-02T23:25:01.309Z,169101870130900
"""damo @ VUdv-wN0K4"" checks",2023-08-02T23:24:54.259Z,169101869425900
"Flop:  [2♦, 2♣, 7♦]",2023-08-02T23:24:52.521Z,169101869252100
"""flypto @ 7TP78l9kGR"" calls 80",2023-08-02T23:24:51.697Z,169101869169700
"""BEEP @ 9gQ_8P10M1"" calls 80",2023-08-02T23:24:49.509Z,169101868950900
"""damo @ VUdv-wN0K4"" raises to 80",2023-08-02T23:24:48.329Z,169101868832900
"""flypto @ 7TP78l9kGR"" calls 20",2023-08-02T23:24:46.267Z,169101868626700
"""BEEP @ 9gQ_8P10M1"" posts a big blind of 20",2023-08-02T23:24:42.377Z,169101868237706
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-08-02T23:24:42.377Z,169101868237705
"Your hand is 3♣, 8♦",2023-08-02T23:24:42.377Z,169101868237702
"Player stacks: #1 ""flypto @ 7TP78l9kGR"" (1738) | #5 ""damo @ VUdv-wN0K4"" (4282) | #8 ""BEEP @ 9gQ_8P10M1"" (1960)",2023-08-02T23:24:42.377Z,169101868237701
"-- starting hand #1623 (id: dpmavoy5j0ft)  (No Limit Texas Hold'em) (dealer: ""flypto @ 7TP78l9kGR"") --",2023-08-02T23:24:42.377Z,169101868237700
"Undealt cards: 6♠, J♠, Q♠, 8♥ [A♥]",2023-08-02T23:24:37.320Z,169101867732000
"-- ending hand #1622 --",2023-08-02T23:24:36.439Z,169101867643902
"""damo @ VUdv-wN0K4"" collected 60 from pot",2023-08-02T23:24:36.439Z,169101867643901
"Uncalled bet of 60 returned to ""damo @ VUdv-wN0K4""",2023-08-02T23:24:36.439Z,169101867643900
"""flypto @ 7TP78l9kGR"" folds",2023-08-02T23:24:35.573Z,169101867557300
"""BEEP @ 9gQ_8P10M1"" folds",2023-08-02T23:24:34.633Z,169101867463300
"""damo @ VUdv-wN0K4"" bets 60",2023-08-02T23:24:32.310Z,169101867231000
"""flypto @ 7TP78l9kGR"" checks",2023-08-02T23:24:29.719Z,169101866971900
"Turn: 6♠, J♠, Q♠ [8♥]",2023-08-02T23:23:55.907Z,169101863590700
"""BEEP @ 9gQ_8P10M1"" checks",2023-08-02T23:23:55.075Z,169101863507500
"""damo @ VUdv-wN0K4"" checks",2023-08-02T23:23:53.951Z,169101863395100
"""flypto @ 7TP78l9kGR"" checks",2023-08-02T23:23:52.993Z,169101863299300
"Flop:  [6♠, J♠, Q♠]",2023-08-02T23:23:50.421Z,169101863042100
"""damo @ VUdv-wN0K4"" checks",2023-08-02T23:23:49.590Z,169101862959000
"""flypto @ 7TP78l9kGR"" calls 20",2023-08-02T23:23:48.058Z,169101862805800
"""BEEP @ 9gQ_8P10M1"" calls 20",2023-08-02T23:23:46.612Z,169101862661200
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-08-02T23:23:45.416Z,169101862541606
"""flypto @ 7TP78l9kGR"" posts a small blind of 10",2023-08-02T23:23:45.416Z,169101862541605
"Your hand is 4♣, 2♦",2023-08-02T23:23:45.416Z,169101862541602
"Player stacks: #1 ""flypto @ 7TP78l9kGR"" (1758) | #5 ""damo @ VUdv-wN0K4"" (4242) | #8 ""BEEP @ 9gQ_8P10M1"" (1980)",2023-08-02T23:23:45.416Z,169101862541601
"-- starting hand #1622 (id: gp5hiq585djc)  (No Limit Texas Hold'em) (dealer: ""BEEP @ 9gQ_8P10M1"") --",2023-08-02T23:23:45.416Z,169101862541600
"""BEEP @ 9gQ_8P10M1"" shows a 6♦, A♣.",2023-08-02T23:23:43.885Z,169101862388500
"-- ending hand #1621 --",2023-08-02T23:23:41.809Z,169101862180902
"""flypto @ 7TP78l9kGR"" collected 240 from pot",2023-08-02T23:23:41.809Z,169101862180901
"Uncalled bet of 1518 returned to ""flypto @ 7TP78l9kGR""",2023-08-02T23:23:41.809Z,169101862180900
"""BEEP @ 9gQ_8P10M1"" folds",2023-08-02T23:23:40.933Z,169101862093300
"""flypto @ 7TP78l9kGR"" bets 1518 and go all in",2023-08-02T23:23:38.127Z,169101861812700
"""BEEP @ 9gQ_8P10M1"" checks",2023-08-02T23:23:34.855Z,169101861485500
"River: J♣, J♦, 4♦, 5♠ [7♠]",2023-08-02T23:23:34.002Z,169101861400200
"""BEEP @ 9gQ_8P10M1"" calls 80",2023-08-02T23:23:33.174Z,169101861317400
"""flypto @ 7TP78l9kGR"" bets 80",2023-08-02T23:23:32.190Z,169101861219000
"""BEEP @ 9gQ_8P10M1"" checks",2023-08-02T23:23:28.279Z,169101860827900
"Turn: J♣, J♦, 4♦ [5♠]",2023-08-02T23:23:27.186Z,169101860718600
"""BEEP @ 9gQ_8P10M1"" calls 20",2023-08-02T23:23:26.315Z,169101860631500
"""flypto @ 7TP78l9kGR"" bets 20",2023-08-02T23:23:24.576Z,169101860457600
"""BEEP @ 9gQ_8P10M1"" checks",2023-08-02T23:23:23.006Z,169101860300600
"Flop:  [J♣, J♦, 4♦]",2023-08-02T23:23:20.781Z,169101860078100
"""flypto @ 7TP78l9kGR"" checks",2023-08-02T23:23:19.902Z,169101859990200
"""BEEP @ 9gQ_8P10M1"" calls 20",2023-08-02T23:23:14.859Z,169101859485900
"""damo @ VUdv-wN0K4"" folds",2023-08-02T23:23:13.574Z,169101859357400
"""flypto @ 7TP78l9kGR"" posts a big blind of 20",2023-08-02T23:23:12.079Z,169101859207906
"""BEEP @ 9gQ_8P10M1"" posts a small blind of 10",2023-08-02T23:23:12.079Z,169101859207905
"Your hand is 4♣, 5♥",2023-08-02T23:23:12.079Z,169101859207902
"Player stacks: #1 ""flypto @ 7TP78l9kGR"" (1638) | #5 ""damo @ VUdv-wN0K4"" (4242) | #8 ""BEEP @ 9gQ_8P10M1"" (2100)",2023-08-02T23:23:12.079Z,169101859207901
"-- starting hand #1621 (id: uosthm3sydxx)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-08-02T23:23:12.079Z,169101859207900
"-- ending hand #1620 --",2023-08-02T23:23:06.073Z,169101858607303
"""flypto @ 7TP78l9kGR"" shows a K♦, 3♠.",2023-08-02T23:23:06.073Z,169101858607302
"""BEEP @ 9gQ_8P10M1"" collected 2100 from pot with Straight, K High (combination: K♣, Q♠, J♦, 10♥, 9♠)",2023-08-02T23:23:06.073Z,169101858607301
"""BEEP @ 9gQ_8P10M1"" shows a 10♥, 10♠.",2023-08-02T23:23:06.073Z,169101858607300
"""flypto @ 7TP78l9kGR"" calls 480",2023-08-02T23:23:05.228Z,169101858522800
"""BEEP @ 9gQ_8P10M1"" bets 480 and go all in",2023-08-02T23:23:04.130Z,169101858413000
"River: J♦, 2♦, K♣, Q♠ [9♠]",2023-08-02T23:23:01.136Z,169101858113600
"""BEEP @ 9gQ_8P10M1"" calls 320",2023-08-02T23:23:00.303Z,169101858030300
"""flypto @ 7TP78l9kGR"" raises to 320",2023-08-02T23:22:58.803Z,169101857880300
"""BEEP @ 9gQ_8P10M1"" bets 160",2023-08-02T23:22:56.782Z,169101857678200
"Turn: J♦, 2♦, K♣ [Q♠]",2023-08-02T23:22:51.609Z,169101857160900
"""damo @ VUdv-wN0K4"" folds",2023-08-02T23:22:50.789Z,169101857078900
"""flypto @ 7TP78l9kGR"" calls 100",2023-08-02T23:22:49.810Z,169101856981000
"""BEEP @ 9gQ_8P10M1"" bets 100",2023-08-02T23:22:48.732Z,169101856873200
"""damo @ VUdv-wN0K4"" checks",2023-08-02T23:22:45.426Z,169101856542600
"Flop:  [J♦, 2♦, K♣]",2023-08-02T23:22:43.908Z,169101856390800
