entry,at,order
"""damo @ VUdv-wN0K4"" calls 120",2023-07-28T22:28:25.635Z,169058330563500
"""I'm sitting @ 7TP78l9kGR"" calls 120",2023-07-28T22:28:24.581Z,169058330458100
"""I'm standing @ 9gQ_8P10M1"" raises to 120",2023-07-28T22:28:22.216Z,169058330221600
"""damo @ VUdv-wN0K4"" raises to 60",2023-07-28T22:28:17.899Z,169058329789900
"""I'm sitting @ 7TP78l9kGR"" calls 20",2023-07-28T22:28:15.157Z,169058329515700
"""I'm standing @ 9gQ_8P10M1"" posts a big blind of 20",2023-07-28T22:28:13.167Z,169058329316709
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-07-28T22:28:13.167Z,169058329316708
"Your hand is 7♥, J♥",2023-07-28T22:28:13.167Z,169058329316705
"Player stacks: #2 ""I'm sitting @ 7TP78l9kGR"" (1000) | #3 ""damo @ VUdv-wN0K4"" (1000) | #7 ""I'm standing @ 9gQ_8P10M1"" (1000)",2023-07-28T22:28:13.167Z,169058329316704
"The player ""I'm standing @ 9gQ_8P10M1"" joined the game with a stack of 1000.",2023-07-28T22:28:13.167Z,169058329316703
"The player ""damo @ VUdv-wN0K4"" joined the game with a stack of 1000.",2023-07-28T22:28:13.167Z,169058329316702
"The player ""I'm sitting @ 7TP78l9kGR"" joined the game with a stack of 1000.",2023-07-28T22:28:13.167Z,169058329316701
"-- starting hand #1450 (id: pcerjzwfaptb)  (No Limit Texas Hold'em) (dealer: ""I'm sitting @ 7TP78l9kGR"") --",2023-07-28T22:28:13.167Z,169058329316700
"The admin approved the player ""I'm sitting @ 7TP78l9kGR"" participation with a stack of 1000.",2023-07-28T22:28:06.984Z,169058328698400
"The player ""I'm sitting @ 7TP78l9kGR"" requested a seat.",2023-07-28T22:28:04.216Z,169058328421600
"The admin approved the player ""I'm standing @ 9gQ_8P10M1"" participation with a stack of 1000.",2023-07-28T22:27:55.189Z,169058327518900
"The player ""I'm standing @ 9gQ_8P10M1"" requested a seat.",2023-07-28T22:27:52.986Z,169058327298600
"The admin updated the player ""damo @ VUdv-wN0K4"" stack from 3000 to 1000.",2023-07-28T22:27:37.548Z,169058325754801
"WARNING: the admin queued the stack change for the player ""damo @ VUdv-wN0K4"" reseting to 1000 chips in the next hand.",2023-07-28T22:27:37.548Z,169058325754800
"The player ""damo1 @ 7TP78l9kGR"" quits the game with a stack of 0.",2023-07-26T23:35:02.640Z,169041450264000
"-- ending hand #1449 --",2023-07-26T23:34:56.635Z,169041449663503
"""damo1 @ 7TP78l9kGR"" shows a 8♠, 6♦.",2023-07-26T23:34:56.635Z,169041449663502
"""damo @ VUdv-wN0K4"" collected 2718 from pot with Flush, Ks High (combination: K♠, J♠, 10♠, 7♠, 6♠)",2023-07-26T23:34:56.635Z,169041449663501
"""damo @ VUdv-wN0K4"" shows a 10♠, A♥.",2023-07-26T23:34:56.635Z,169041449663500
"""damo @ VUdv-wN0K4"" calls 1119",2023-07-26T23:34:55.815Z,169041449581500
"""damo1 @ 7TP78l9kGR"" bets 1119 and go all in",2023-07-26T23:34:34.379Z,169041447437900
"""damo @ VUdv-wN0K4"" checks",2023-07-26T23:34:32.294Z,169041447229400
"River: 6♠, K♠, 7♠, 4♦ [J♠]",2023-07-26T23:34:28.093Z,169041446809300
"""damo1 @ 7TP78l9kGR"" calls 120",2023-07-26T23:34:27.273Z,169041446727300
"""damo @ VUdv-wN0K4"" bets 120",2023-07-26T23:34:25.354Z,169041446535400
"Turn: 6♠, K♠, 7♠ [4♦]",2023-07-26T23:34:23.086Z,169041446308600
"""damo1 @ 7TP78l9kGR"" calls 60",2023-07-26T23:34:22.267Z,169041446226700
"""damo @ VUdv-wN0K4"" bets 60",2023-07-26T23:34:21.126Z,169041446112600
"Flop:  [6♠, K♠, 7♠]",2023-07-26T23:34:18.484Z,169041445848400
"""damo1 @ 7TP78l9kGR"" calls 60",2023-07-26T23:34:17.651Z,169041445765100
"""damo @ VUdv-wN0K4"" raises to 60",2023-07-26T23:34:15.114Z,169041445511400
"""damo1 @ 7TP78l9kGR"" calls 20",2023-07-26T23:34:13.392Z,169041445339200
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-07-26T23:34:09.769Z,169041444976905
"""damo1 @ 7TP78l9kGR"" posts a small blind of 10",2023-07-26T23:34:09.769Z,169041444976904
"Your hand is 8♠, 6♦",2023-07-26T23:34:09.769Z,169041444976902
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (1359) | #3 ""damo @ VUdv-wN0K4"" (1641)",2023-07-26T23:34:09.769Z,169041444976901
"-- starting hand #1449 (id: 8bjg8bplt67o)  (No Limit Texas Hold'em) (dealer: ""damo1 @ 7TP78l9kGR"") --",2023-07-26T23:34:09.769Z,169041444976900
"Undealt cards:  [K♦, 7♥, K♠, 9♥, 10♥]",2023-07-26T23:34:04.951Z,169041444495100
"-- ending hand #1448 --",2023-07-26T23:34:03.866Z,169041444386601
"""damo @ VUdv-wN0K4"" collected 40 from pot",2023-07-26T23:34:03.866Z,169041444386600
"""damo1 @ 7TP78l9kGR"" folds",2023-07-26T23:34:03.062Z,169041444306200
"""damo @ VUdv-wN0K4"" calls 20",2023-07-26T23:34:02.078Z,169041444207800
"""damo1 @ 7TP78l9kGR"" posts a big blind of 20",2023-07-26T23:34:00.064Z,169041444006405
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-07-26T23:34:00.064Z,169041444006404
"Your hand is 10♠, 6♦",2023-07-26T23:34:00.064Z,169041444006402
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (1379) | #3 ""damo @ VUdv-wN0K4"" (1621)",2023-07-26T23:34:00.064Z,169041444006401
"-- starting hand #1448 (id: 5k5gxqfafdpn)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-07-26T23:34:00.064Z,169041444006400
"-- ending hand #1447 --",2023-07-26T23:33:57.155Z,169041443715502
"""damo @ VUdv-wN0K4"" collected 320 from pot",2023-07-26T23:33:57.155Z,169041443715501
"Uncalled bet of 240 returned to ""damo @ VUdv-wN0K4""",2023-07-26T23:33:57.155Z,169041443715500
"""damo1 @ 7TP78l9kGR"" folds",2023-07-26T23:33:56.348Z,169041443634800
"""damo @ VUdv-wN0K4"" bets 240",2023-07-26T23:33:53.521Z,169041443352100
"River: J♠, 6♠, 9♥, 2♦ [K♥]",2023-07-26T23:33:50.252Z,169041443025200
"""damo1 @ 7TP78l9kGR"" calls 80",2023-07-26T23:33:49.445Z,169041442944500
"""damo @ VUdv-wN0K4"" bets 80",2023-07-26T23:33:48.516Z,169041442851600
"Turn: J♠, 6♠, 9♥ [2♦]",2023-07-26T23:33:46.198Z,169041442619800
"""damo1 @ 7TP78l9kGR"" checks",2023-07-26T23:33:45.386Z,169041442538600
"""damo @ VUdv-wN0K4"" checks",2023-07-26T23:33:43.742Z,169041442374200
"Flop:  [J♠, 6♠, 9♥]",2023-07-26T23:33:41.538Z,169041442153800
"""damo1 @ 7TP78l9kGR"" calls 80",2023-07-26T23:33:40.694Z,169041442069400
"""damo @ VUdv-wN0K4"" raises to 80",2023-07-26T23:33:39.777Z,169041441977700
"""damo1 @ 7TP78l9kGR"" calls 20",2023-07-26T23:33:37.745Z,169041441774500
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-07-26T23:33:36.438Z,169041441643805
"""damo1 @ 7TP78l9kGR"" posts a small blind of 10",2023-07-26T23:33:36.438Z,169041441643804
"Your hand is 10♥, 9♣",2023-07-26T23:33:36.438Z,169041441643802
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (1539) | #3 ""damo @ VUdv-wN0K4"" (1461)",2023-07-26T23:33:36.438Z,169041441643801
"-- starting hand #1447 (id: mgifv0pbym5f)  (No Limit Texas Hold'em) (dealer: ""damo1 @ 7TP78l9kGR"") --",2023-07-26T23:33:36.438Z,169041441643800
"Undealt cards:  [10♠, 5♦, A♠, 9♠, 2♣]",2023-07-26T23:33:31.846Z,169041441184600
"-- ending hand #1446 --",2023-07-26T23:33:30.530Z,169041441053002
"""damo @ VUdv-wN0K4"" collected 40 from pot",2023-07-26T23:33:30.530Z,169041441053001
"Uncalled bet of 40 returned to ""damo @ VUdv-wN0K4""",2023-07-26T23:33:30.530Z,169041441053000
"""damo1 @ 7TP78l9kGR"" folds",2023-07-26T23:33:29.638Z,169041440963800
"""damo @ VUdv-wN0K4"" raises to 60",2023-07-26T23:33:28.672Z,169041440867200
"""damo1 @ 7TP78l9kGR"" posts a big blind of 20",2023-07-26T23:33:25.431Z,169041440543105
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-07-26T23:33:25.431Z,169041440543104
"Your hand is 3♠, 6♥",2023-07-26T23:33:25.431Z,169041440543102
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (1559) | #3 ""damo @ VUdv-wN0K4"" (1441)",2023-07-26T23:33:25.431Z,169041440543101
"-- starting hand #1446 (id: eckgrlgq28d3)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-07-26T23:33:25.431Z,169041440543100
"-- ending hand #1445 --",2023-07-26T23:33:19.512Z,169041439951202
"""damo @ VUdv-wN0K4"" collected 20 from pot",2023-07-26T23:33:19.512Z,169041439951201
"Uncalled bet of 10 returned to ""damo @ VUdv-wN0K4""",2023-07-26T23:33:19.512Z,169041439951200
"""damo1 @ 7TP78l9kGR"" folds",2023-07-26T23:33:18.652Z,169041439865200
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-07-26T23:33:15.964Z,169041439596405
"""damo1 @ 7TP78l9kGR"" posts a small blind of 10",2023-07-26T23:33:15.964Z,169041439596404
"Your hand is 5♦, 9♥",2023-07-26T23:33:15.964Z,169041439596402
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (1569) | #3 ""damo @ VUdv-wN0K4"" (1431)",2023-07-26T23:33:15.964Z,169041439596401
"-- starting hand #1445 (id: dd5lyci8jetg)  (No Limit Texas Hold'em) (dealer: ""damo1 @ 7TP78l9kGR"") --",2023-07-26T23:33:15.964Z,169041439596400
"-- ending hand #1444 --",2023-07-26T23:33:09.902Z,169041438990202
"""damo1 @ 7TP78l9kGR"" collected 200 from pot with Pair, 10's (combination: 10♣, 10♠, K♣, Q♥, 9♥)",2023-07-26T23:33:09.902Z,169041438990201
"""damo1 @ 7TP78l9kGR"" shows a 9♥, 10♣.",2023-07-26T23:33:09.902Z,169041438990200
"""damo @ VUdv-wN0K4"" checks",2023-07-26T23:33:09.026Z,169041438902600
"""damo1 @ 7TP78l9kGR"" checks",2023-07-26T23:33:08.052Z,169041438805200
"River: K♣, 7♣, 5♦, Q♥ [10♠]",2023-07-26T23:33:03.895Z,169041438389500
"""damo @ VUdv-wN0K4"" checks",2023-07-26T23:33:03.080Z,169041438308000
"""damo1 @ 7TP78l9kGR"" checks",2023-07-26T23:33:02.132Z,169041438213200
"Turn: K♣, 7♣, 5♦ [Q♥]",2023-07-26T23:32:58.565Z,169041437856500
"""damo1 @ 7TP78l9kGR"" calls 40",2023-07-26T23:32:57.742Z,169041437774200
"""damo @ VUdv-wN0K4"" bets 40",2023-07-26T23:32:56.622Z,169041437662200
"""damo1 @ 7TP78l9kGR"" checks",2023-07-26T23:32:54.145Z,169041437414500
"Flop:  [K♣, 7♣, 5♦]",2023-07-26T23:32:48.463Z,169041436846300
"""damo1 @ 7TP78l9kGR"" calls 60",2023-07-26T23:32:47.642Z,169041436764200
"""damo @ VUdv-wN0K4"" raises to 60",2023-07-26T23:32:46.722Z,169041436672200
"""damo1 @ 7TP78l9kGR"" posts a big blind of 20",2023-07-26T23:32:43.945Z,169041436394505
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-07-26T23:32:43.945Z,169041436394504
"Your hand is 9♥, 10♣",2023-07-26T23:32:43.945Z,169041436394502
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (1469) | #3 ""damo @ VUdv-wN0K4"" (1531)",2023-07-26T23:32:43.945Z,169041436394501
"-- starting hand #1444 (id: uf07ml7zqh8x)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-07-26T23:32:43.945Z,169041436394500
"-- ending hand #1443 --",2023-07-26T23:32:37.940Z,169041435794002
"""damo @ VUdv-wN0K4"" collected 1320 from pot with Straight, 9 High (combination: 9♥, 8♠, 7♣, 6♥, 5♠)",2023-07-26T23:32:37.940Z,169041435794001
"""damo @ VUdv-wN0K4"" shows a 7♣, Q♠.",2023-07-26T23:32:37.940Z,169041435794000
"""damo1 @ 7TP78l9kGR"" calls 360",2023-07-26T23:32:37.107Z,169041435710700
"""damo @ VUdv-wN0K4"" bets 360",2023-07-26T23:32:28.295Z,169041434829500
"River: 8♠, 6♥, Q♦, 9♥ [5♠]",2023-07-26T23:32:22.885Z,169041434288500
"""damo1 @ 7TP78l9kGR"" calls 180",2023-07-26T23:32:22.074Z,169041434207400
"""damo @ VUdv-wN0K4"" bets 180",2023-07-26T23:32:14.017Z,169041433401700
"Turn: 8♠, 6♥, Q♦ [9♥]",2023-07-26T23:32:11.800Z,169041433180000
"""damo1 @ 7TP78l9kGR"" calls 60",2023-07-26T23:32:10.967Z,169041433096700
"""damo @ VUdv-wN0K4"" bets 60",2023-07-26T23:32:09.307Z,169041432930700
"Flop:  [8♠, 6♥, Q♦]",2023-07-26T23:32:06.265Z,169041432626500
"""damo1 @ 7TP78l9kGR"" calls 60",2023-07-26T23:32:05.427Z,169041432542700
"""damo @ VUdv-wN0K4"" raises to 60",2023-07-26T23:32:03.680Z,169041432368000
"""damo1 @ 7TP78l9kGR"" calls 20",2023-07-26T23:32:01.493Z,169041432149300
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-07-26T23:31:58.773Z,169041431877305
"""damo1 @ 7TP78l9kGR"" posts a small blind of 10",2023-07-26T23:31:58.773Z,169041431877304
"Your hand is 5♥, 4♣",2023-07-26T23:31:58.773Z,169041431877302
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (2129) | #3 ""damo @ VUdv-wN0K4"" (871)",2023-07-26T23:31:58.773Z,169041431877301
"-- starting hand #1443 (id: oe5ptwqlkkoi)  (No Limit Texas Hold'em) (dealer: ""damo1 @ 7TP78l9kGR"") --",2023-07-26T23:31:58.773Z,169041431877300
"Undealt cards: 10♠, K♣, 10♥, 8♦ [A♥]",2023-07-26T23:31:53.730Z,169041431373000
"-- ending hand #1442 --",2023-07-26T23:31:52.849Z,169041431284902
"""damo @ VUdv-wN0K4"" collected 120 from pot",2023-07-26T23:31:52.849Z,169041431284901
"Uncalled bet of 40 returned to ""damo @ VUdv-wN0K4""",2023-07-26T23:31:52.849Z,169041431284900
"""damo1 @ 7TP78l9kGR"" folds",2023-07-26T23:31:51.988Z,169041431198800
"""damo @ VUdv-wN0K4"" bets 40",2023-07-26T23:31:51.051Z,169041431105100
"""damo1 @ 7TP78l9kGR"" checks",2023-07-26T23:31:49.023Z,169041430902300
"Turn: 10♠, K♣, 10♥ [8♦]",2023-07-26T23:31:47.689Z,169041430768900
"""damo @ VUdv-wN0K4"" checks",2023-07-26T23:31:46.853Z,169041430685300
"""damo1 @ 7TP78l9kGR"" checks",2023-07-26T23:31:45.759Z,169041430575900
"Flop:  [10♠, K♣, 10♥]",2023-07-26T23:31:43.046Z,169041430304600
"""damo1 @ 7TP78l9kGR"" calls 60",2023-07-26T23:31:42.181Z,169041430218100
"""damo @ VUdv-wN0K4"" raises to 60",2023-07-26T23:31:31.596Z,169041429159600
"""damo1 @ 7TP78l9kGR"" posts a big blind of 20",2023-07-26T23:31:28.433Z,169041428843305
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-07-26T23:31:28.433Z,169041428843304
"Your hand is 4♥, 3♠",2023-07-26T23:31:28.433Z,169041428843302
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (2189) | #3 ""damo @ VUdv-wN0K4"" (811)",2023-07-26T23:31:28.433Z,169041428843301
"-- starting hand #1442 (id: cvniiqx96syl)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-07-26T23:31:28.433Z,169041428843300
"-- ending hand #1441 --",2023-07-26T23:31:22.415Z,169041428241503
"""damo @ VUdv-wN0K4"" shows a J♣, 7♣.",2023-07-26T23:31:22.415Z,169041428241502
"""damo1 @ 7TP78l9kGR"" collected 600 from pot with A High (combination: A♥, K♥, Q♦, 10♣, 9♦)",2023-07-26T23:31:22.415Z,169041428241501
"""damo1 @ 7TP78l9kGR"" shows a 10♣, Q♦.",2023-07-26T23:31:22.415Z,169041428241500
"""damo1 @ 7TP78l9kGR"" calls 150",2023-07-26T23:31:21.517Z,169041428151700
"""damo @ VUdv-wN0K4"" bets 150",2023-07-26T23:31:20.581Z,169041428058100
"River: 4♠, 9♦, A♥, 5♦ [K♥]",2023-07-26T23:31:17.212Z,169041427721200
"""damo1 @ 7TP78l9kGR"" calls 90",2023-07-26T23:31:16.355Z,169041427635500
"""damo @ VUdv-wN0K4"" bets 90",2023-07-26T23:31:14.997Z,169041427499700
"Turn: 4♠, 9♦, A♥ [5♦]",2023-07-26T23:31:12.507Z,169041427250700
"""damo1 @ 7TP78l9kGR"" checks",2023-07-26T23:31:11.654Z,169041427165400
"""damo @ VUdv-wN0K4"" checks",2023-07-26T23:31:10.324Z,169041427032400
"Flop:  [4♠, 9♦, A♥]",2023-07-26T23:31:08.507Z,169041426850700
"""damo1 @ 7TP78l9kGR"" calls 60",2023-07-26T23:31:07.678Z,169041426767800
"""damo @ VUdv-wN0K4"" raises to 60",2023-07-26T23:31:06.264Z,169041426626400
"""damo1 @ 7TP78l9kGR"" calls 20",2023-07-26T23:31:04.443Z,169041426444300
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-07-26T23:30:58.630Z,169041425863005
"""damo1 @ 7TP78l9kGR"" posts a small blind of 10",2023-07-26T23:30:58.630Z,169041425863004
"Your hand is 10♣, Q♦",2023-07-26T23:30:58.630Z,169041425863002
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (1889) | #3 ""damo @ VUdv-wN0K4"" (1111)",2023-07-26T23:30:58.630Z,169041425863001
"-- starting hand #1441 (id: pzpy107qbwqj)  (No Limit Texas Hold'em) (dealer: ""damo1 @ 7TP78l9kGR"") --",2023-07-26T23:30:58.630Z,169041425863000
"-- ending hand #1440 --",2023-07-26T23:30:52.591Z,169041425259102
"""damo1 @ 7TP78l9kGR"" collected 120 from pot with Pair, 5's (combination: 5♦, 5♣, Q♣, 10♠, 9♠)",2023-07-26T23:30:52.591Z,169041425259101
"""damo1 @ 7TP78l9kGR"" shows a Q♣, 10♠.",2023-07-26T23:30:52.591Z,169041425259100
"""damo @ VUdv-wN0K4"" checks",2023-07-26T23:30:51.753Z,169041425175300
"""damo1 @ 7TP78l9kGR"" checks",2023-07-26T23:30:50.808Z,169041425080800
"River: 7♠, 2♦, 9♠, 5♦ [5♣]",2023-07-26T23:30:48.984Z,169041424898400
"""damo @ VUdv-wN0K4"" checks",2023-07-26T23:30:48.162Z,169041424816200
"""damo1 @ 7TP78l9kGR"" checks",2023-07-26T23:30:47.056Z,169041424705600
"Turn: 7♠, 2♦, 9♠ [5♦]",2023-07-26T23:30:35.172Z,169041423517200
"""damo @ VUdv-wN0K4"" checks",2023-07-26T23:30:34.288Z,169041423428800
"""damo1 @ 7TP78l9kGR"" checks",2023-07-26T23:30:32.582Z,169041423258200
"Flop:  [7♠, 2♦, 9♠]",2023-07-26T23:30:30.370Z,169041423037000
"""damo1 @ 7TP78l9kGR"" calls 60",2023-07-26T23:30:29.542Z,169041422954200
"""damo @ VUdv-wN0K4"" raises to 60",2023-07-26T23:30:27.080Z,169041422708000
"""damo1 @ 7TP78l9kGR"" posts a big blind of 20",2023-07-26T23:30:23.768Z,169041422376805
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-07-26T23:30:23.768Z,169041422376804
"Your hand is Q♣, 10♠",2023-07-26T23:30:23.768Z,169041422376802
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (1829) | #3 ""damo @ VUdv-wN0K4"" (1171)",2023-07-26T23:30:23.768Z,169041422376801
"-- starting hand #1440 (id: drhhyyvyxjpf)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-07-26T23:30:23.768Z,169041422376800
"Undealt cards:  [8♣, J♦, 3♠, 3♣, 8♠]",2023-07-26T23:30:18.650Z,169041421865000
"-- ending hand #1439 --",2023-07-26T23:30:17.856Z,169041421785602
"""damo @ VUdv-wN0K4"" collected 20 from pot",2023-07-26T23:30:17.856Z,169041421785601
"Uncalled bet of 10 returned to ""damo @ VUdv-wN0K4""",2023-07-26T23:30:17.856Z,169041421785600
"""damo1 @ 7TP78l9kGR"" folds",2023-07-26T23:30:16.991Z,169041421699100
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-07-26T23:30:15.362Z,169041421536205
"""damo1 @ 7TP78l9kGR"" posts a small blind of 10",2023-07-26T23:30:15.362Z,169041421536204
"Your hand is 5♥, J♣",2023-07-26T23:30:15.362Z,169041421536202
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (1839) | #3 ""damo @ VUdv-wN0K4"" (1161)",2023-07-26T23:30:15.362Z,169041421536201
"-- starting hand #1439 (id: 8hmzqbwqzk2x)  (No Limit Texas Hold'em) (dealer: ""damo1 @ 7TP78l9kGR"") --",2023-07-26T23:30:15.362Z,169041421536200
"Undealt cards: Q♥, A♦, 7♠ [5♠, A♣]",2023-07-26T23:30:10.800Z,169041421080000
"-- ending hand #1438 --",2023-07-26T23:30:09.438Z,169041420943801
"""damo @ VUdv-wN0K4"" collected 120 from pot",2023-07-26T23:30:09.438Z,169041420943800
"""damo1 @ 7TP78l9kGR"" folds",2023-07-26T23:30:08.567Z,169041420856700
"Flop:  [Q♥, A♦, 7♠]",2023-07-26T23:30:04.087Z,169041420408700
"""damo1 @ 7TP78l9kGR"" calls 60",2023-07-26T23:30:02.414Z,169041420241400
"""damo @ VUdv-wN0K4"" raises to 60",2023-07-26T23:29:54.600Z,169041419460000
"""damo1 @ 7TP78l9kGR"" posts a big blind of 20",2023-07-26T23:29:52.599Z,169041419259905
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-07-26T23:29:52.599Z,169041419259904
"Your hand is 4♠, 3♣",2023-07-26T23:29:52.599Z,169041419259902
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (1899) | #3 ""damo @ VUdv-wN0K4"" (1101)",2023-07-26T23:29:52.599Z,169041419259901
"-- starting hand #1438 (id: sfn0jgzahafl)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-07-26T23:29:52.599Z,169041419259900
"Undealt cards:  [5♠, 4♣, 2♦, 10♠, J♦]",2023-07-26T23:29:47.215Z,169041418721500
"-- ending hand #1437 --",2023-07-26T23:29:46.592Z,169041418659202
"""damo @ VUdv-wN0K4"" collected 120 from pot",2023-07-26T23:29:46.592Z,169041418659201
"Uncalled bet of 80 returned to ""damo @ VUdv-wN0K4""",2023-07-26T23:29:46.592Z,169041418659200
"""damo1 @ 7TP78l9kGR"" folds",2023-07-26T23:29:45.733Z,169041418573300
"""damo @ VUdv-wN0K4"" raises to 140",2023-07-26T23:29:44.479Z,169041418447900
"""damo1 @ 7TP78l9kGR"" raises to 60",2023-07-26T23:29:41.503Z,169041418150300
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-07-26T23:29:36.572Z,169041417657205
"""damo1 @ 7TP78l9kGR"" posts a small blind of 10",2023-07-26T23:29:36.572Z,169041417657204
"Your hand is 2♠, 10♦",2023-07-26T23:29:36.572Z,169041417657202
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (1959) | #3 ""damo @ VUdv-wN0K4"" (1041)",2023-07-26T23:29:36.572Z,169041417657201
"-- starting hand #1437 (id: llw5f4kcmwru)  (No Limit Texas Hold'em) (dealer: ""damo1 @ 7TP78l9kGR"") --",2023-07-26T23:29:36.572Z,169041417657200
"-- ending hand #1436 --",2023-07-26T23:29:30.564Z,169041417056402
"""damo1 @ 7TP78l9kGR"" collected 440 from pot with Two Pair, K's & 3's (combination: K♠, K♣, 3♠, 3♣, Q♠)",2023-07-26T23:29:30.564Z,169041417056401
"""damo1 @ 7TP78l9kGR"" shows a K♠, 9♥.",2023-07-26T23:29:30.564Z,169041417056400
"""damo @ VUdv-wN0K4"" checks",2023-07-26T23:29:29.723Z,169041416972300
"""damo1 @ 7TP78l9kGR"" checks",2023-07-26T23:29:26.595Z,169041416659500
"River: 10♣, K♣, 3♠, Q♠ [3♣]",2023-07-26T23:29:22.660Z,169041416266000
"""damo1 @ 7TP78l9kGR"" calls 100",2023-07-26T23:29:21.828Z,169041416182800
"""damo @ VUdv-wN0K4"" bets 100",2023-07-26T23:29:19.065Z,169041415906500
"""damo1 @ 7TP78l9kGR"" checks",2023-07-26T23:29:14.655Z,169041415465500
"Turn: 10♣, K♣, 3♠ [Q♠]",2023-07-26T23:29:10.331Z,169041415033100
"""damo @ VUdv-wN0K4"" calls 60",2023-07-26T23:29:09.512Z,169041414951200
"""damo1 @ 7TP78l9kGR"" bets 60",2023-07-26T23:29:08.568Z,169041414856800
"Flop:  [10♣, K♣, 3♠]",2023-07-26T23:29:03.780Z,169041414378000
"""damo1 @ 7TP78l9kGR"" calls 60",2023-07-26T23:29:02.965Z,169041414296500
"""damo @ VUdv-wN0K4"" raises to 60",2023-07-26T23:28:53.834Z,169041413383400
"""damo1 @ 7TP78l9kGR"" posts a big blind of 20",2023-07-26T23:28:51.507Z,169041413150705
"""damo @ VUdv-wN0K4"" posts a small blind of 10",2023-07-26T23:28:51.507Z,169041413150704
"Your hand is K♠, 9♥",2023-07-26T23:28:51.507Z,169041413150702
"Player stacks: #1 ""damo1 @ 7TP78l9kGR"" (1739) | #3 ""damo @ VUdv-wN0K4"" (1261)",2023-07-26T23:28:51.507Z,169041413150701
"-- starting hand #1436 (id: diloiw12unqp)  (No Limit Texas Hold'em) (dealer: ""damo @ VUdv-wN0K4"") --",2023-07-26T23:28:51.507Z,169041413150700
"-- ending hand #1435 --",2023-07-26T23:28:48.574Z,169041412857402
"""damo1 @ 7TP78l9kGR"" collected 240 from pot",2023-07-26T23:28:48.574Z,169041412857401
"Uncalled bet of 120 returned to ""damo1 @ 7TP78l9kGR""",2023-07-26T23:28:48.574Z,169041412857400
"""damo @ VUdv-wN0K4"" folds",2023-07-26T23:28:47.747Z,169041412774700
"""damo1 @ 7TP78l9kGR"" bets 120",2023-07-26T23:28:46.807Z,169041412680700
"""damo @ VUdv-wN0K4"" checks",2023-07-26T23:28:40.970Z,169041412097000
"River: 10♣, 9♣, 8♠, 10♦ [K♥]",2023-07-26T23:28:39.815Z,169041411981500
"""damo1 @ 7TP78l9kGR"" checks",2023-07-26T23:28:38.999Z,169041411899900
"""damo @ VUdv-wN0K4"" checks",2023-07-26T23:28:36.707Z,169041411670700
"Turn: 10♣, 9♣, 8♠ [10♦]",2023-07-26T23:28:35.417Z,169041411541700
"""damo1 @ 7TP78l9kGR"" calls 60",2023-07-26T23:28:34.577Z,169041411457700
"""damo @ VUdv-wN0K4"" bets 60",2023-07-26T23:28:32.276Z,169041411227600
"Flop:  [10♣, 9♣, 8♠]",2023-07-26T23:28:28.155Z,169041410815500
"""damo1 @ 7TP78l9kGR"" calls 60",2023-07-26T23:28:27.306Z,169041410730600
"""damo @ VUdv-wN0K4"" raises to 60",2023-07-26T23:28:25.969Z,169041410596900
"""damo1 @ 7TP78l9kGR"" calls 20",2023-07-26T23:28:23.800Z,169041410380000
"""damo @ VUdv-wN0K4"" posts a big blind of 20",2023-07-26T23:28:07.727Z,169041408772705
